#OBS: UID está desregulado 

Número por área,Área,Complexidade,Tarefa,Condição,Eixo (SAEB),Área.1,Número,UID
161.0,Conheciemnto Geral,Baixa,Elefantes são grandes animais conhecidos pela sua capacidade de voar.,0,,Controle,,2001
162.0,Conheciemnto Geral,Baixa,O vidro utilizado em janelas é geralmente um material opaco.,0,,Controle,,2002
163.0,Conheciemnto Geral,Baixa,O Dia das Mães é uma data comemorada sempre no final do ano.,0,,Controle,,2003
164.0,Conheciemnto Geral,Baixa,Macacos são animais que costumam viver no fundo do mar.,0,,Controle,,2004
165.0,Conheciemnto Geral,Baixa,O sal de cozinha é conhecido por ter um sabor muito doce.,0,,Controle,,2005
166.0,Conheciemnto Geral,Baixa,O outono é a estação do ano que vem antes do verão.,0,,Controle,,2006
167.0,Conheciemnto Geral,Baixa,Pinguins são aves que preferem viver em desertos muito quentes.,0,,Controle,,2007
168.0,Conheciemnto Geral,Baixa,A borracha de pneus é um material comestível e muito saboroso.,0,,Controle,,2008
169.0,Conheciemnto Geral,Baixa,O Halloween é uma festa popular celebrada no mês de janeiro.,0,,Controle,,2009
170.0,Conheciemnto Geral,Baixa,Sapos são animais conhecidos por emitirem latidos altos.,0,,Controle,,2010
171.0,Conheciemnto Geral,Baixa,O carvão mineral é conhecido por ser muito macio e flexível.,0,,Controle,,2011
172.0,Conheciemnto Geral,Baixa,O Dia do Trabalho é um feriado celebrado usualmente em dezembro.,0,,Controle,,2012
173.0,Conheciemnto Geral,Baixa,Tigres são animais conhecidos por não possuírem listras.,0,,Controle,,2013
174.0,Conheciemnto Geral,Baixa,Gasolina de carro é um combustível extraído de plantas como a laranjeira.,0,,Controle,,2014
175.0,Conheciemnto Geral,Baixa,Zebras são facilmente reconhecidas pelas suas manchas coloridas.,0,,Controle,,2015
176.0,Conheciemnto Geral,Baixa,O mel que consumimos é um produto feito por formigas.,0,,Controle,,2016
177.0,Conheciemnto Geral,Baixa,O verão é uma estação do ano caracterizada por ser fria.,0,,Controle,,2017
178.0,Conheciemnto Geral,Baixa,Lobos são animais selvagens que preferem viver completamente solitários.,0,,Controle,,2018
179.0,Conheciemnto Geral,Baixa,A lã usada em agasalhos normalmente vem de escamas de peixes.,0,,Controle,,2019
180.0,Conheciemnto Geral,Baixa,O Dia dos Pais é uma data comemorada no início do ano.,0,,Controle,,2020
181.0,Conheciemnto Geral,Baixa,Corujas são aves que têm o hábito de dormir à noite.,0,,Controle,,2021
182.0,Conheciemnto Geral,Baixa,O papel comum dos cadernos é um material totalmente indestrutível.,0,,Controle,,2022
183.0,Conheciemnto Geral,Baixa,Aniversários de pessoas são sempre feriados nacionais para todos.,0,,Controle,,2023
184.0,Conheciemnto Geral,Baixa,Chimpanzés são animais conhecidos por construírem grandes ninhos no mar.,0,,Controle,,2024
185.0,Conheciemnto Geral,Baixa,O chocolate que comemos é um doce que vem de pedras.,0,,Controle,,2025
186.0,Conheciemnto Geral,Baixa,Os feriados nacionais ocorrem sempre em dias úteis da semana.,0,,Controle,,2026
187.0,Conheciemnto Geral,Baixa,Esquilos são roedores que conseguem nadar de forma muito rápida.,0,,Controle,,2027
188.0,Conheciemnto Geral,Baixa,As borboletas são insetos conhecidos por produzir muita cera.,0,,Controle,,2028
189.0,Conheciemnto Geral,Baixa,Leões são grandes animais que comem apenas folhas e plantas.,0,,Controle,,2029
190.0,Conheciemnto Geral,Baixa,O Natal é uma celebração comemorada tradicionalmente no mês de agosto.,0,,Controle,,2030
191.0,Conheciemnto Geral,Baixa,Todos os tipos de pássaros constroem seus ninhos no chão.,0,,Controle,,2031
192.0,Conheciemnto Geral,Baixa,Cavalos são animais que fazem o som de miar frequentemente.,0,,Controle,,2032
193.0,Conheciemnto Geral,Baixa,A abelha-rainha é a principal responsável por produzir todo o mel.,0,,Controle,,2033
194.0,Conheciemnto Geral,Baixa,Ursos polares são animais que vivem em desertos muito quentes.,0,,Controle,,2034
195.0,Conheciemnto Geral,Baixa,O açúcar refinado é conhecido por ter um sabor muito amargo.,0,,Controle,,2035
196.0,Conheciemnto Geral,Baixa,O Dia das Crianças no Brasil é comemorado em janeiro.,0,,Controle,,2036
197.0,Conheciemnto Geral,Baixa,Pinguins são aves que vivem tipicamente em selvas tropicais quentes.,0,,Controle,,2037
198.0,Conheciemnto Geral,Baixa,A borracha usada em pneus geralmente vem de animais marinhos.,0,,Controle,,2038
199.0,Conheciemnto Geral,Baixa,O Halloween é uma festa popular que ocorre em 1º de abril.,0,,Controle,,2039
200.0,Conheciemnto Geral,Baixa,Sapos são animais que emitem sons como latidos e miados.,0,,Controle,,2040
201.0,Conheciemnto Geral,Baixa,O carvão é uma substância que costuma flutuar na água como uma boia.,0,,Controle,,2041
202.0,Conheciemnto Geral,Baixa,O Dia do Trabalho é um feriado importante celebrado em agosto.,0,,Controle,,2042
203.0,Conheciemnto Geral,Baixa,Tigres são animais conhecidos por se alimentarem exclusivamente de frutas.,0,,Controle,,2043
204.0,Conheciemnto Geral,Baixa,O óleo de cozinha comum é conhecido por ser duro como pedra.,0,,Controle,,2044
205.0,Conheciemnto Geral,Baixa,"As zebras selvagens são animais completamente pretos, sem nenhuma listra.",0,,Controle,,2045
206.0,Conheciemnto Geral,Baixa,O mel adocicado é um alimento produzido naturalmente por vespas.,0,,Controle,,2046
207.0,Conheciemnto Geral,Baixa,O verão é uma estação climática chuvosa em todas as partes do mundo.,0,,Controle,,2047
208.0,Conheciemnto Geral,Baixa,Lobos selvagens vivem em tocas subterrâneas durante o ano todo.,0,,Controle,,2048
209.0,Conheciemnto Geral,Baixa,A lã macia e quente geralmente vem da pelagem de coelhos.,0,,Controle,,2049
210.0,Conheciemnto Geral,Baixa,O Dia dos Pais no Brasil é comemorado oficialmente em setembro.,0,,Controle,,2050
211.0,Conheciemnto Geral,Baixa,Chimpanzés são primatas que pertencem ao grupo das aves voadoras.,0,,Controle,,2051
212.0,Conheciemnto Geral,Baixa,O chocolate tradicional é um doce feito a partir de algas marinhas.,0,,Controle,,2052
213.0,Conheciemnto Geral,Baixa,Feriados nacionais são considerados dias úteis de trabalho normal.,0,,Controle,,2053
214.0,Conheciemnto Geral,Baixa,Girafas são conhecidas por serem animais que se movem rastejando.,0,,Controle,,2054
215.0,Conheciemnto Geral,Baixa,Sapatos confortáveis são usados principalmente para proteger bem as mãos.,0,,Controle,,2055
216.0,Conheciemnto Geral,Baixa,Pinguins são aves que vivem exclusivamente na região do Ártico.,0,,Controle,,2056
217.0,Conheciemnto Geral,Baixa,Relógios de pulso modernos são usados principalmente para cozinhar alimentos.,0,,Controle,,2057
218.0,Conheciemnto Geral,Baixa,Crocodilos são animais dóceis que comem apenas capim e folhas.,0,,Controle,,2058
219.0,Conheciemnto Geral,Baixa,O papel sulfite comum é feito utilizando vidro derretido e resfriado.,0,,Controle,,2059
220.0,Conheciemnto Geral,Baixa,Canetas esferográficas são usadas principalmente para se comer sopa quente.,0,,Controle,,2060
221.0,Conheciemnto Geral,Baixa,Peixes são animais que costumam construir seus ninhos em árvores.,0,,Controle,,2061
222.0,Conheciemnto Geral,Baixa,Galinhas poedeiras são criadas porque produzem fios de lã macia.,0,,Controle,,2062
223.0,Conheciemnto Geral,Baixa,As cobras são animais conhecidos por terem duas pequenas pernas.,0,,Controle,,2063
224.0,Conheciemnto Geral,Baixa,Aranhas domésticas são famosas porque põem ovos feitos de ouro.,0,,Controle,,2064
225.0,Conheciemnto Geral,Baixa,Borboletas adultas se locomovem principalmente rastejando pelo chão.,0,,Controle,,2065
226.0,Conheciemnto Geral,Baixa,Formigas são pequenos animais que podem atingir tamanhos gigantescos.,0,,Controle,,2066
227.0,Conheciemnto Geral,Baixa,Pássaros são conhecidos por terem uma boca cheia de pelos macios.,0,,Controle,,2067
228.0,Conheciemnto Geral,Baixa,Coelhos domésticos são animais que comem apenas pedaços de carne.,0,,Controle,,2068
229.0,Conheciemnto Geral,Baixa,Ratos comuns são pequenos animais que conseguem voar rapidamente.,0,,Controle,,2069
230.0,Conheciemnto Geral,Baixa,Gatos emitem um som alto e forte chamado coaxar.,0,,Controle,,2070
231.0,Conheciemnto Geral,Baixa,Árvores de grande porte costumam mudar de lugar durante a noite.,0,,Controle,,2071
232.0,Conheciemnto Geral,Baixa,As árvores em crescimento direcionam suas raízes sempre para baixo.,0,,Controle,,2072
233.0,Conheciemnto Geral,Baixa,Todas as flores coloridas normalmente cheiram forte a alho fresco.,0,,Controle,,2073
234.0,Conheciemnto Geral,Baixa,Cogumelos comestíveis são frutas saborosas que crescem em árvores altas.,0,,Controle,,2074
235.0,Conheciemnto Geral,Baixa,"Minhocas possuem olhos grandes, redondos e muito brilhantes.",0,,Controle,,2075
236.0,Conheciemnto Geral,Baixa,As girafas são animais conhecidos por terem orelhas bem curtas.,0,,Controle,,2076
237.0,Conheciemnto Geral,Baixa,O arroz que comemos geralmente cresce no alto de árvores altas.,0,,Controle,,2077
238.0,Conheciemnto Geral,Baixa,Os peixes são animais aquáticos que geralmente têm pelos macios.,0,,Controle,,2078
239.0,Conheciemnto Geral,Baixa,Macacos são animais aquáticos que vivem nadando em grandes rios.,0,,Controle,,2079
240.0,Conheciemnto Geral,Baixa,Abelhas são insetos que têm o hábito de comer madeira.,0,,Controle,,2080
241.0,Conheciemnto Geral,Baixa,O sol que vemos no céu é de uma cor azulada.,0,,Controle,,2081
242.0,Conheciemnto Geral,Baixa,"A água da torneira, quando aquecida, é geralmente mais quente que fogo.",0,,Controle,,2082
243.0,Conheciemnto Geral,Baixa,O fogo de uma fogueira é conhecido por ser muito gelado.,0,,Controle,,2083
244.0,Conheciemnto Geral,Baixa,Cadeiras confortáveis para sentar são geralmente feitas de nuvens.,0,,Controle,,2084
245.0,Conheciemnto Geral,Baixa,Canetas coloridas servem como ferramenta principal para regar diversas plantas.,0,,Controle,,2085
246.0,Conheciemnto Geral,Baixa,Tesouras com ponta são usadas por crianças para escovar os dentes.,0,,Controle,,2086
247.0,Conheciemnto Geral,Baixa,Lâmpadas acesas em casa funcionam melhor se estiverem totalmente molhadas.,0,,Controle,,2087
248.0,Conheciemnto Geral,Baixa,Martelos de carpinteiro são ferramentas feitas de algodão muito macio.,0,,Controle,,2088
249.0,Conheciemnto Geral,Baixa,Mesas de jantar são móveis usados para as pessoas dormirem debaixo.,0,,Controle,,2089
250.0,Conheciemnto Geral,Baixa,Copos de plástico ou vidro são usados para se calçar os pés.,0,,Controle,,2090
251.0,Conheciemnto Geral,Baixa,Livros com muitas páginas são considerados alimentos bastante comestíveis.,0,,Controle,,2091
252.0,Conheciemnto Geral,Baixa,Escadas de madeira ou metal são usadas por pessoas para mergulhar.,0,,Controle,,2092
253.0,Conheciemnto Geral,Baixa,O sabão de banho é um produto feito para endurecer a pele.,0,,Controle,,2093
254.0,Conheciemnto Geral,Baixa,Carros populares são veículos movidos exclusivamente pela força do vento.,0,,Controle,,2094
255.0,Conheciemnto Geral,Baixa,Janelas de vidro em casas são usadas para se guardar objetos.,0,,Controle,,2095
256.0,Conheciemnto Geral,Baixa,Moedas utilizadas como dinheiro são normalmente feitas de papel fino.,0,,Controle,,2096
257.0,Conheciemnto Geral,Baixa,Luvas de inverno ou de cozinha são usadas para proteger os pés.,0,,Controle,,2097
258.0,Conheciemnto Geral,Baixa,Balões de festa cheios de ar sempre afundam rapidamente na água.,0,,Controle,,2098
259.0,Conheciemnto Geral,Baixa,Chaves de metal para portas são usadas por pescadores para pescar.,0,,Controle,,2099
260.0,Conheciemnto Geral,Baixa,Espelhos comuns de banheiro tornam as coisas totalmente invisíveis.,0,,Controle,,2100
261.0,Conheciemnto Geral,Baixa,As pessoas conseguem voar alto apenas batendo os próprios braços.,0,,Controle,,2101
262.0,Conheciemnto Geral,Baixa,"O sol, nossa estrela principal, costuma nascer durante a noite escura.",0,,Controle,,2102
263.0,Conheciemnto Geral,Baixa,A sombra projetada de um objeto é sempre mais clara que a luz.,0,,Controle,,2103
264.0,Conheciemnto Geral,Baixa,As pessoas saudáveis normalmente dormem mantendo os olhos bem abertos.,0,,Controle,,2104
265.0,Conheciemnto Geral,Baixa,A maioria das pessoas costuma usar sapatos para proteger as mãos.,0,,Controle,,2105
266.0,Conheciemnto Geral,Baixa,A chuva forte de verão é água que sobe para o céu.,0,,Controle,,2106
267.0,Conheciemnto Geral,Baixa,O vento forte que sopra é sempre um fenômeno completamente silencioso.,0,,Controle,,2107
268.0,Conheciemnto Geral,Baixa,A voz humana normal é um som totalmente inaudível aos ouvidos.,0,,Controle,,2108
269.0,Conheciemnto Geral,Baixa,Bebês recém-nascidos já conseguem falar fluentemente algumas palavras.,0,,Controle,,2109
270.0,Conheciemnto Geral,Baixa,Crianças pequenas são responsáveis por construir grandes casas e edifícios.,0,,Controle,,2110
271.0,Conheciemnto Geral,Baixa,Adultos formados frequentam a escola primária todos os dias da semana.,0,,Controle,,2111
272.0,Conheciemnto Geral,Baixa,As estrelas que vemos no céu noturno têm formato de cubos.,0,,Controle,,2112
273.0,Conheciemnto Geral,Baixa,"A Lua, satélite da Terra, é um astro feito de queijo.",0,,Controle,,2113
274.0,Conheciemnto Geral,Baixa,A fumaça escura de queimadas geralmente afunda em direção ao chão.,0,,Controle,,2114
275.0,Conheciemnto Geral,Baixa,Todo tipo de barulho alto é sempre muito calmante e relaxante.,0,,Controle,,2115
276.0,Conheciemnto Geral,Baixa,Silêncio absoluto significa a presença de muitos e variados sons.,0,,Controle,,2116
277.0,Conheciemnto Geral,Baixa,"Para caminhar longas distâncias, as pessoas usam principalmente os braços.",0,,Controle,,2117
278.0,Conheciemnto Geral,Baixa,Correr longas distâncias é uma forma de exercício muito lento.,0,,Controle,,2118
279.0,Conheciemnto Geral,Baixa,O choro com muitas lágrimas geralmente expressa um sentimento de alegria.,0,,Controle,,2119
280.0,Conheciemnto Geral,Baixa,O suor que eliminamos do corpo tem um sabor adocicado.,0,,Controle,,2120
281.0,Conheciemnto Geral,Baixa,As férias de verão são um período de trabalho muito intenso.,0,,Controle,,2121
282.0,Conheciemnto Geral,Baixa,Os fins de semana no calendário geralmente têm cinco dias seguidos.,0,,Controle,,2122
283.0,Conheciemnto Geral,Baixa,Um dia completo na Terra tem a duração de dez horas.,0,,Controle,,2123
284.0,Conheciemnto Geral,Baixa,O relógio de parede ou pulso marca as diferentes estações do ano.,0,,Controle,,2124
285.0,Conheciemnto Geral,Baixa,"Anos bissextos, que ocorrem periodicamente, têm sempre menos um dia.",0,,Controle,,2125
286.0,Conheciemnto Geral,Baixa,As quatro estações do ano são idênticas em todas as partes do planeta.,0,,Controle,,2126
287.0,Conheciemnto Geral,Baixa,O tempo presente é aquele que ainda vai acontecer no futuro.,0,,Controle,,2127
288.0,Conheciemnto Geral,Baixa,O tempo passado é aquele que ainda está acontecendo neste momento.,0,,Controle,,2128
289.0,Conheciemnto Geral,Baixa,O tempo futuro é aquele que já aconteceu há muitos anos.,0,,Controle,,2129
290.0,Conheciemnto Geral,Baixa,O dia de amanhã é o dia que veio antes de ontem.,0,,Controle,,2130
291.0,Conheciemnto Geral,Baixa,O dia de ontem é o dia que virá depois de amanhã.,0,,Controle,,2131
292.0,Conheciemnto Geral,Baixa,O Brasil é conhecido por ser uma pequena ilha localizada na Europa.,0,,Controle,,2132
293.0,Conheciemnto Geral,Baixa,As capitais dos países são sempre consideradas pequenas e simples vilas.,0,,Controle,,2133
294.0,Conheciemnto Geral,Baixa,"O Sol, nossa estrela, costuma girar em torno da Lua todos os dias.",0,,Controle,,2134
295.0,Conheciemnto Geral,Baixa,Aeroportos modernos são locais especialmente construídos para as pessoas nadarem.,0,,Controle,,2135
296.0,Conheciemnto Geral,Baixa,Restaurantes sofisticados são estabelecimentos que geralmente vendem carros novos.,0,,Controle,,2136
297.0,Conheciemnto Geral,Baixa,Hospitais são grandes lugares construídos para as pessoas se divertirem.,0,,Controle,,2137
298.0,Conheciemnto Geral,Baixa,Escolas e colégios são lugares destinados para as pessoas dormirem.,0,,Controle,,2138
299.0,Conheciemnto Geral,Baixa,Livrarias populares são lojas especializadas que vendem muitos carros usados.,0,,Controle,,2139
300.0,Conheciemnto Geral,Baixa,Ruas e estradas são vias usadas para se plantar grandes árvores.,0,,Controle,,2140
,MatCon,,"A palavra Casa, tem mais sílabas que Janela",0,,,0.0,2141
,MatCon,,"A palavra FITA, tem menos sílabas que presente ",1,,,0.0,2142
,MatCon,,"A palavra Cachorro, tem mais sílabas que Cadeira",0,,,0.0,2143
,MatCon,,"A palavra Estrela, tem mais sílabas que Terra",1,,,0.0,2144
,MatCon,,"A palavra babá, tem menos sílabas que janela",1,,,0.0,2145
,MatCon,,"A palavra livro, tem mais sílabas que caderno",0,,,0.0,2146
,MatCon,,"A palavra Lápis, tem menos sílabas que menina",1,,,0.0,2147
,MatCon,,"A palavra Alegria, tem menos sílabas que papel",0,,,0.0,2148
,MatCon,,"A palavra Computador, tem mais sílabas que Telefone",0,,,0.0,2149
,MatCon,,"A palavra cola, tem menos sílabas que a palavra Emprego",1,,,0.0,2150
,MatCon,,"A palavra História, tem menos sílabas que Relógio",0,,,0.0,2151
,MatCon,,"A palavra Amigo, tem mais sílabas que a palavra Amor",1,,,0.0,2152
,MatCon,,"A palavra Elefante, tem menos sílabas que a palavra Girafa",0,,,0.0,2153
,MatCon,,"A palavra Rápido, tem menos sílabas que vento",0,,,0.0,2154
,MatCon,,"A palavra Coração, tem menos sílabas que pilha",0,,,0.0,2155
,MatCon,,"A palavra Criativo, tem menos sílabas que  irmão",0,,,0.0,2156
,MatCon,,"A palavra Professor, tem menos sílabas que Aluno",0,,,0.0,2157
,MatCon,,"A palavra Colher, tem mais sílabas que SAPO",0,,,0.0,2158
,MatCon,,"A palavra Sol, tem menos sílabas que protetor",1,,,0.0,2159
,MatCon,,"A palavra Dedo, tem mais sílabas que dado",0,,,0.0,2160
,MatCon,,"A palavra RALO, tem menos sílabas que ARVORE",1,,,0.0,2161
,MatCon,,"A palavra Gato, tem mais sílabas que Salada",0,,,0.0,2162
,MatCon,,"A palavra ARCO-ÍRIS, tem mais sílabas que Nuvem",1,,,0.0,2163
,MatCon,,"A palavra Amarelo, tem menos sílabas que Verde",0,,,0.0,2164
,MatCon,,"A palavra Laranja, tem mais sílabas que Lilás",1,,,0.0,2165
,MatCon,,"A palavra Doce, tem menos sílabas que Anjo",0,,,0.0,2166
,MatCon,,"A palavra Namorado, tem mais sílabas que Casa",1,,,0.0,2167
,MatCon,,"A palavra Véu, tem menos sílabas que Catedral",1,,,0.0,2168
,MatCon,,"A palavra Mar, tem mais sílabas que Peixe",0,,,0.0,2169
,MatCon,,"A palavra Palestra, tem menos sílabas que Lua",0,,,0.0,2170
,MatCon,,"A palavra Banana, tem mais sílabas que Ferramenta",0,,,0.0,2171
,MatCon,,A palavra Boneca tem a mais sílabas que Ilha,1,,,0.0,2172
,MatCon,,"A palavra Brilhante, tem mais sílabas que brilho",1,,,0.0,2173
,MatCon,,"A palavra Computador, tem mais sílabas que Tinta",1,,,0.0,2174
,MatCon,,"A palavra pato, tem mais sílabas que bola",0,,,0.0,2175
,MatCon,,"A palavra gato, tem mais sílabas que mesa",0,,,0.0,2176
,MatCon,,"A palavra janela, tem mais sílabas que porta",1,,,0.0,2177
,MatCon,,"A palavra família, tem mais sílabas que fé",1,,,0.0,2178
,MatCon,,"A palavra sol, tem mais sílabas que pai",0,,,0.0,2179
,MatCon,,"A palavra cachorro, tem mais sílabas que carro",1,,,0.0,2180
,MatCon,,"A palavra lasanha, tem mais sílabas que mãe",1,,,0.0,2181
,MatCon,,"A palavra menina, tem menos sílabas que menino",0,,,0.0,2182
,MatCon,,"A palavra Jabuti, tem mais sílabas que Rio",1,,,0.0,2183
,MatCon,,"A palavra arroz, tem menos sílabas que céu",0,,,0.0,2184
,MatCon,,"A palavra Morango, tem mais sílabas que Copo",1,,,0.0,2185
,MatCon,,"A palavra Violão, tem mais sílabas que Flor",1,,,0.0,2186
,MatCon,,"A palavra  Rato, tem mais sílabas que Jacaré",0,,,0.0,2187
,MatCon,,"A palavra Barco, tem menos sílabas que Faca ",0,,,0.0,2188
,MatCon,,"A palavra televisão, tem mais sílabas que rádio",1,,,0.0,2189
,MatCon,,"A palavra Bolacha, tem mais sílabas que Urso",1,,,0.0,2190
,MatCon,,"A palavra floresta, tem mais sílabas que rosa",1,,,0.0,2191
,MatCon,,"A palavra festejar, tem menos sílabas que limão",0,,,0.0,2192
,MatCon,,"A palavra Pente, tem mais sílabas que Armário",0,,,0.0,2193
,MatCon,,"A palavra vovó, tem menos sílabas que madrinha",1,,,0.0,2194
,MatCon,,"A palavra Caminhão, tem mais sílabas que Moto",1,,,0.0,2195
,MatCon,,"A palavra Cabelo, tem mais sílabas que unha",1,,,0.0,2196
,MatCon,,"A palavra COCO, tem mais sílabas que Bombom ",0,,,0.0,2197
,MatCon,,"A palavra Açaí, tem mais sílabas que farinha",0,,,0.0,2198
,MatCon,,"A palavra Academia, tem menos sílabas que Luva",0,,,0.0,2199
,MatCon,,"A palavra açúcar, tem menos sílabas que sal",0,,,0.0,2200
,MatCon,,"A palavra Chocolate, tem mais sílabas que fruta",1,,,0.0,2201
,MatCon,,"A palavra felicidade, tem mais sílabasque triste",1,,,0.0,2202
,MatCon,,"A palavra Pia, tem mais sílabas e Caneta",0,,,0.0,2203
,MatCon,,"A palavra Amor, tem menos sílabas que presente",1,,,0.0,2204
,MatCon,,"A palavra Baleia, tem menos sílabas que AGUA",0,,,0.0,2205
,MatCon,,"A palavra Hora, tem mais sílabas que RELÓGIO",0,,,0.0,2206
,MatCon,,"A palavra Melancia, tem mais sílabas que Uva",1,,,0.0,2207
,MatCon,,"A palavra Mochila, tem mais sílabas que Lápis",1,,,0.0,2208
,MatCon,,"A palavra Acerola, tem menos sílabas que Fogo",0,,,0.0,2209
,MatCon,,"A palavra Tapioca, tem mais silabas que ovo",1,,,0.0,2210
,MatCon,,"A palavra Janeiro, tem mais sílabas que Março",1,,,0.0,2211
,MatCon,,"A palavra Pianista, tem menos sílabas que CIFRA",0,,,0.0,2212
,MatCon,,"A palavra Cofre, tem mais sílabas  que Banco",0,,,0.0,2213
,MatCon,,"A palavra Cebola, tem mais sílabas que Alho",1,,,0.0,2214
,MatCon,,"A palavra estrela, tem mais sílabas que Natação",0,,,0.0,2215
,MatCon,,"A palavra Médico, tem mais sílabas que Arquiteto",0,,,0.0,2216
,MatCon,,"A palavra chave, tem mais sílabas que fechadura",0,,,0.0,2217
,MatCon,,"A palavra Jogo, tem mais sílabas que Luta",0,,,0.0,2218
,MatCon,,"A palavra Aliança, tem mais sílabas que Pipa",1,,,0.0,2219
,MatCon,,"A palavra Moça, tem mais sílabas que Caneca",0,,,0.0,2220
,MatCon,,"A palavra Janela, tem mais sílabas que Sol",1,,,0.0,2221
,MatCon,,"A palavra Pão, tem mais sílabas que Morango",0,,,0.0,2222
,MatCon,,"A palavra Roupa, tem menos sílabas que Vestido",1,,,0.0,2223
,MatCon,,"A palavra Ovo, tem mais sílabas que Batata",0,,,0.0,2224
,MatCon,,"A palavra Nuvem, tem mais sílabas que Céu",1,,,0.0,2225
,MatCon,,"A palavra Mel, tem menos sílabas que Floresta",1,,,0.0,2226
,MatCon,,"A palavra Cavalo, tem mais sílabas que Leão",1,,,0.0,2227
,MatCon,,"A palavra Tigre, tem menos sílabas que Borboleta",1,,,0.0,2228
,MatCon,,"A palavra Sapo, tem mais sílabas que Elefante",0,,,0.0,2229
,MatCon,,"A palavra Caminhão, tem mais sílabas que Rua",1,,,0.0,2230
,MatCon,,"A palavra Areia, tem mais sílabas que Padaria",0,,,0.0,2231
,MatCon,,"A palavra Leite, tem mais sílabas que Abacate",0,,,0.0,2232
,MatCon,,"A palavra Tesoura, tem mais sílabas que Dente",1,,,0.0,2233
,MatCon,,"A palavra Grama, tem menos sílabas que Mato",0,,,0.0,2234
,MatCon,,"A palavra Gelo, tem mais sílabas que Chocolate",0,,,0.0,2235
,MatCon,,"A palavra Casa, tem menos sílabas que Castelo",1,,,0.0,2236
,MatCon,,"A palavra Papel, tem mais sílabas  que Dinheiro",0,,,0.0,2237
,MatCon,,"A palavra Sal, tem menos sílabas que Pimenta",1,,,0.0,2238
,MatCon,,"A palavra Anel, tem mais sílabas que Joalheiria",0,,,0.0,2239
,MatCon,,"A palavra Abril, tem menos sílabas que Fevereiro",1,,,0.0,2240
,MatCon,,"A palavra Roda, tem mais sílabas que Volante",0,,,0.0,2241
,MatCon,,"A palavra Dado, tem menos sílabas que Sapato",1,,,0.0,2242
,MatCon,,"A palavra Chave, tem menos sílabas que Corrente",1,,,0.0,2243
,MatCon,,"A palavra Chão, tem mais sílabas que Cidade",0,,,0.0,2244
,MatCon,,"A palavra Gelado, tem mais sílabas que Frio",1,,,0.0,2245
,MatCon,,"A palavra Cama, tem menos sílabas que Travesseiro",1,,,0.0,2246
,MatCon,,"A palavra Boneco, tem mais sílabas que Bala",1,,,0.0,2247
,MatCon,,"A palavra Luva, tem mais sílabas que Guarda-chuva",0,,,0.0,2248
,MatCon,,"A palavra Laranja, tem menos sílabas que AÇAÍ",0,,,0.0,2249
,MatCon,,"A palavra Sorvete, tem mais sílabas que pão",1,,,0.0,2250
,MatCon,,"A palavra fogueira, tem menos sílabas que fogo",0,,,0.0,2251
,MatCon,,"A palavra Telefone, tem mais sílabas que Rádio",1,,,0.0,2252
,MatCon,,"A palavra Revista, tem menos sílabas que copo",0,,,0.0,2253
,MatCon,,"A palavra Carteira, tem mais sílabas que Bolsa",1,,,0.0,2254
,MatCon,,"A palavra Boca, tem mais sílabas que Relógio",0,,,0.0,2255
,MatCon,,"A palavra Almofada, tem mais sílabas que Tênis",1,,,0.0,2256
,MatCon,,"A palavra Mesa, tem mais sílabas que Tangerina",0,,,0.0,2257
,MatCon,,"A palavra Ninho, tem menos sílabas que Passarinho",1,,,0.0,2258
,MatCon,,"A palavra Zebra, tem mais sílabas que Cavalaria",0,,,0.0,2259
,MatCon,,"A palavra Galo, tem menos sílabas que Peixe-boi",1,,,0.0,2260
,MatCon,,"A palavra Caneta, tem mais sílabas que DADO",1,,,0.0,2261
,MatCon,,"A palavra Casamento , tem menos sílabas que anel",0,,,0.0,2262
,MatCon,,"A palavra Prato, tem mais sílabas que GELADEIRA",0,,,0.0,2263
,MatCon,,"A palavra Jornal, tem menos sílabas que Televisão",1,,,0.0,2264
,MatCon,,"A palavra Universidade, tem mais sílabas que Lápis",1,,,0.0,2265
,MatCon,,"A palavra Abacaxi, tem menos sílabas que Baú",0,,,0.0,2266
,MatCon,,"A palavra Cobra, tem mais sílabas que Lagarto",0,,,0.0,2267
,MatCon,,"A palavra Cinema, tem mais sílabas que Filme",1,,,0.0,2268
,MatCon,,"A palavra Brinquedo, tem mais sílabas que Bola",1,,,0.0,2269
,MatCon,,"A palavra Cenoura, tem menos sílabas que faca",0,,,0.0,2270
,MatCon,,"A palavra Estudo, tem mais sílabas que Laboratório",0,,,0.0,2271
,MatCon,,"A palavra Música, tem mais sílabas  que Dança",1,,,0.0,2272
,MatCon,,"A palavra Lente, tem menos sílabas que Construção ",1,,,0.0,2273
,MatCon,,"A palavra Toalha, tem mais sílabas que Pia",1,,,0.0,2274
,MatCon,,"A palavra Pasta, tem mais sílabas que Escritório",0,,,0.0,2275
,MatCon,,"A palavra Sabonete, tem mais sílabas que água",1,,,0.0,2276
,MatCon,,"A palavra Banheira, tem menos sílabas que Vaso",0,,,0.0,2277
,MatCon,,"A palavra Dente, tem mais SÍLABAS que Dentadura",0,,,0.0,2278
,MatCon,,"A palavra Tapete, tem mais sílabas que mesa",1,,,0.0,2279
,MatCon,,"A palavra Calça, tem mais sílabas que sapateiro",0,,,0.0,2280
,MatCon,,"A palavra Chuveiro, tem mais sílabas  que Sabão",1,,,0.0,2281
